class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,,accX,accY,accZ
Straight,0.5470847487,0.3726029694,-0.5813913941,0.9998557568,0.5586112142,0.3133536577,-0.5294322968,0.9996230006,0.5697556734,0.3168576062,-0.5290162563,0.9996895194,0.5796712041,0.3204801679,-0.5294972658,0.9996219873,0.5197777748,0.3101332486,-0.5446297526,0.9996228218,0.5037387609,0.3114798665,-0.5451859832,0.9997147322,0.4889415801,0.3137688935,-0.5458813906,0.9996669292,0.5884720087,0.3697434366,-0.2419074327,0.9996638298,0.4509432912,0.366890341,-0.3170021176,0.9996344447,0.5655509233,0.4516921043,-0.4771331251,0.9997121096,0.5145483017,0.4513900876,-0.4977981448,0.9997061491,0.6947118044,0.8095338345,-0.1378626227,0.999181509,0.3289727569,0.7924878597,-0.2238797843,0.9990953803,0.804559052,1.069524169,-0.06777760386,0.3874385059,0.2060992271,1.047596455,-0.1741112918,0.2837290466,0.882256031,1.580242634,-0.1277804375,0.08084181696,0.1292706877,1.58859098,-0.3353981972,0.04584908485,0.9210649729,1.690947652,-0.1357611716,0.07320682704,0.08291853964,1.731362224,-0.399941653,0.05363010615,0.8913601041,1.705930233,-0.2139210999,0.1140977591,0.1236193627,1.753241181,-0.4584751129,0.08546027541,0.8701950312,1.672392726,-0.1633825898,0.1230076477,,0.5373692296,0.8791019239,-0.3535075784
Straight,0.552442193,0.3677277863,-0.5695846081,0.9998582602,0.5641465187,0.3085134625,-0.5187522173,0.999633193,0.5741578937,0.3121727705,-0.5183013678,0.9996945858,0.585339427,0.3157516122,-0.5187781453,0.9996311069,0.5245304704,0.3043891788,-0.532399714,0.9996331334,0.5081037879,0.3054707348,-0.5329627395,0.9997206926,0.4932728708,0.3081142306,-0.5336886644,0.9996775389,0.5926388502,0.3668704629,-0.2358205318,0.9996684194,0.4543270469,0.3632504344,-0.3073535264,0.9996440411,0.5700806975,0.4482876658,-0.4671599865,0.9997205138,0.5195478201,0.4466170967,-0.485935539,0.9997176528,0.6952608824,0.8094556928,-0.1386678666,0.9991951585,0.3299154341,0.7910391092,-0.2213312685,0.9991178513,0.8037290573,1.06889534,-0.07094939798,0.38830024,0.206127286,1.04209578,-0.1687145531,0.2913691103,0.8828793764,1.580703855,-0.1291574687,0.08063473552,0.1285198778,1.591150522,-0.3155507445,0.04655409604,0.9224888682,1.691560388,-0.1356958449,0.07296883315,0.08058838546,1.731287003,-0.3781438172,0.05414788797,0.8925042152,1.706857085,-0.2143495977,0.1137755215,0.1207413226,1.753108025,-0.4392107427,0.0863475576,0.8711363077,1.673078418,-0.164533779,0.1225169078,,0.5396581177,0.8766543933,-0.3453200964
Straight,0.5519345403,0.3645626009,-0.5752173662,0.9998621345,0.5653060079,0.3056010604,-0.5247193575,0.9996446967,0.5753136873,0.309692204,-0.52430439,0.9997028708,0.5866983533,0.3134924769,-0.5248026848,0.9996423721,0.5253183842,0.3004661202,-0.5362658501,0.9996446967,0.5089353323,0.3011723757,-0.5368338227,0.9997286201,0.494358927,0.3034889698,-0.5375350714,0.9996876121,0.5939930677,0.3654917479,-0.2401343882,0.9996784925,0.455801785,0.3592486978,-0.3035432696,0.9996547699,0.5702178478,0.4462210238,-0.4718252718,0.9997305274,0.519331336,0.4430680573,-0.4879008234,0.9997286201,0.6956118345,0.8094531298,-0.1419914961,0.9992179871,0.3299212754,0.7909265161,-0.2160856426,0.9991214275,0.8089767694,1.068808794,-0.07617203891,0.3918992877,0.2055139244,1.047799706,-0.1658478677,0.2873297632,0.8865006566,1.58138597,-0.1320557594,0.082049191,0.1325834095,1.60407269,-0.3135872483,0.04549573362,0.9257124066,1.694148302,-0.1371738911,0.07370981574,0.08431208134,1.738392353,-0.3775834441,0.053063903,0.8929853439,1.709831715,-0.2157412767,0.1150642037,0.125536561,1.760911226,-0.4385501742,0.08494984359,0.8718803525,1.675350308,-0.1670305431,0.1236533374,,0.5412156311,0.8769811839,-0.3474955308
Straight,0.5506253839,0.3620819151,-0.560367465,0.9998697042,0.5648232102,0.3033004999,-0.5110221505,0.9996646643,0.5753282309,0.3075938523,-0.5105903149,0.9997190237,0.5868687034,0.3113999963,-0.5110960603,0.9996622801,0.5242494345,0.2982334793,-0.5209073424,0.9996646047,0.5080373287,0.2992409468,-0.5214551687,0.9997437596,0.4936770499,0.3016538918,-0.5221365094,0.9997056723,0.595177114,0.3645366132,-0.2342983782,0.9996954203,0.4563648701,0.3581152558,-0.2880082726,0.9996741414,0.5701320171,0.4443185031,-0.4604413509,0.9997454882,0.5187772512,0.4407799542,-0.4740445018,0.9997445345,0.6961992979,0.8096384406,-0.1406074166,0.9992447495,0.3300356567,0.7915587425,-0.2075743973,0.9991521239,0.806753993,1.070495367,-0.06878514588,0.3892633319,0.2054092586,1.047780156,-0.1441332996,0.2855929434,0.8873087764,1.581373572,-0.09922361374,0.08265364915,0.1319843084,1.608910918,-0.2741881013,0.0450992696,0.9270022511,1.693509579,-0.09927076846,0.07452312857,0.08228892833,1.739464998,-0.3357771039,0.05293127894,0.8947604299,1.709410548,-0.1770353019,0.1164305806,0.1234064251,1.762706637,-0.3964339793,0.084970586,0.8731325269,1.675198078,-0.1327054054,0.1248458922,,0.5410155657,0.8764228157,-0.3268228204
Straight,0.5518026948,0.3598909676,-0.5452259183,0.9998752475,0.5661287904,0.3017104268,-0.4928732514,0.9996820688,0.5763300657,0.3062360883,-0.4924632013,0.9997315407,0.5881929398,0.3102897406,-0.4929193854,0.999679625,0.525575161,0.2959011793,-0.5064355731,0.9996832013,0.5092610121,0.296641916,-0.5069614649,0.9997568727,0.4948200285,0.298808068,-0.5076182485,0.9997226596,0.5957819223,0.3639646173,-0.2099593133,0.9997105002,0.4571706653,0.3556635976,-0.2794266641,0.9996925592,0.570777595,0.4426393211,-0.4437485337,0.9997580051,0.5193169713,0.437880069,-0.4623551965,0.99975878,0.6962113976,0.8095960617,-0.1194700226,0.9992725253,0.3298095763,0.7914828062,-0.2069450319,0.9991800189,0.8070014715,1.067553163,-0.05662693828,0.3924406767,0.2048684359,1.048420668,-0.1797337234,0.283472538,0.8986526728,1.57723248,-0.1031336635,0.08283159137,0.1322089285,1.617505908,-0.3656340837,0.04457251355,0.9400163889,1.688390136,-0.106309101,0.07441235334,0.08229655772,1.74725616,-0.4313293993,0.05254370347,0.9099059105,1.702130079,-0.1832888275,0.1160902455,0.1233733147,1.769415617,-0.4958721101,0.0843263492,0.8877965212,1.668899059,-0.1370525658,0.1245519668,,0.5439681374,0.8753412786,-0.332971919
Straight,0.5525096655,0.3565208316,-0.5382333398,0.9998798966,0.566196084,0.298925072,-0.4889186919,0.9996914864,0.576430738,0.3032892644,-0.4884416163,0.9997410774,0.5882200599,0.3070829511,-0.4889976084,0.9996899366,0.5256778598,0.293486774,-0.5007782578,0.9996923804,0.5093686581,0.2943556309,-0.5013324618,0.9997654557,0.4949149191,0.2966372073,-0.5019248128,0.999730885,0.5958105326,0.3619816303,-0.2150332928,0.9997191429,0.457254082,0.3543145657,-0.2762325406,0.9997031093,0.571490407,0.440372169,-0.4395054877,0.9997664094,0.5203470588,0.4358489215,-0.4557863176,0.9997673631,0.6970542073,0.8103123307,-0.1196533814,0.9992974401,0.3294711411,0.792086482,-0.2047604769,0.9992002249,0.8069788814,1.069343805,-0.03597985581,0.3920511901,0.2040884197,1.052385926,-0.1249762997,0.2845582068,0.8879309893,1.587500811,-0.05378946662,0.08314101398,0.1365403235,1.622325301,-0.2126959115,0.04370433092,0.9272386432,1.701377153,-0.04993834347,0.07431241125,0.0892271772,1.752565026,-0.2714037597,0.05126804858,0.8951963186,1.719680786,-0.1259899735,0.1160615981,0.1309019625,1.776740313,-0.3268222511,0.08249048144,0.8743619919,1.683836579,-0.08552874625,0.124367103,,0.54260046,0.8777713423,-0.2957601315
Straight,0.5523084998,0.3555598855,-0.5464596748,0.9998827577,0.5660629869,0.2981082499,-0.497279793,0.9997013807,0.5763449073,0.3024989367,-0.4968178272,0.9997455478,0.5880378485,0.3062337637,-0.4973664284,0.9996996522,0.5256114006,0.2927330136,-0.5081094503,0.9997029305,0.5093865395,0.2935704887,-0.5086596608,0.9997708201,0.4950276017,0.2957530022,-0.5092827082,0.9997404218,0.5957428217,0.3611748517,-0.2212823629,0.9997251034,0.4574359059,0.3535007834,-0.2775322199,0.999710381,0.5713657737,0.4395430386,-0.4464940131,0.9997755885,0.5202833414,0.4348509908,-0.4610856175,0.999777317,0.6970722079,0.8110483885,-0.1209765822,0.9993014932,0.3288982213,0.7935155034,-0.2071550786,0.9991992116,0.8073975444,1.064463258,-0.04601400346,0.3902574182,0.2025170624,1.054013729,-0.1320655644,0.2827194035,0.8908317685,1.551288009,-0.08977475762,0.08518692106,0.1360595673,1.621995568,-0.2326163948,0.04419929162,0.9418660402,1.676411748,-0.09125229716,0.07645497471,0.0883525908,1.751708865,-0.303199321,0.05209481344,0.9092181325,1.691684008,-0.1689497083,0.1197113618,0.1295802891,1.776171327,-0.3559431732,0.08412627876,0.8870530128,1.660629988,-0.123267293,0.1284169555,,0.5443842756,0.8721116998,-0.3109810877
Straight,0.5525429249,0.3557381928,-0.5494948626,0.9998836517,0.5664875507,0.2981320322,-0.4999740124,0.9997048378,0.5766472816,0.3025374413,-0.499494493,0.9997477531,0.5884296298,0.3063007593,-0.5000474453,0.9997032881,0.5262074471,0.292375952,-0.5095161796,0.9997071028,0.5098639727,0.2928971946,-0.5100790858,0.9997736216,0.4954625666,0.2947761416,-0.51070714,0.9997441769,0.5957664847,0.3611338735,-0.2229856551,0.9997283816,0.4575703144,0.3520269096,-0.2909604609,0.999715209,0.5713609457,0.4397471845,-0.4495390058,0.9997791052,0.5203538537,0.435025692,-0.4626950622,0.9997817278,0.6975365281,0.8114916682,-0.1244436726,0.9993069172,0.3279346526,0.7949816585,-0.21464701,0.9991933107,0.8088933825,1.064056635,-0.04835773259,0.3867588043,0.2026343346,1.057160139,-0.156394273,0.2779483795,0.8912009001,1.55547905,-0.0714540258,0.08540911227,0.1451779902,1.625911593,-0.286491245,0.04342533275,0.94144696,1.677610636,-0.0696772784,0.07670032233,0.09896446764,1.754860044,-0.3550514579,0.05145404488,0.9089859724,1.692932844,-0.1445932686,0.1199921817,0.1391674876,1.777977347,-0.4052830637,0.08318823576,0.8867962956,1.66159308,-0.1030560285,0.1288609058,,0.5458832701,0.8729430031,-0.3174973845
Straight,0.5476175547,0.3575433195,-0.5528256297,0.9998803139,0.5634202361,0.2987164259,-0.5016223192,0.9996997118,0.5757410526,0.3031895459,-0.5011652708,0.9997413754,0.5871542692,0.3071212471,-0.5016828179,0.9996996522,0.5218004584,0.2931399047,-0.5131983161,0.9996997714,0.5064892173,0.2938824892,-0.5137625337,0.9997653961,0.4914728701,0.2957977653,-0.5143890381,0.9997372031,0.5962413549,0.3617890775,-0.2322061062,0.9997215867,0.4561524391,0.3523129523,-0.2865425944,0.999702692,0.5692324042,0.4411424994,-0.4517280161,0.9997781515,0.5151150823,0.4373174906,-0.4657275677,0.9997790456,0.6978315711,0.8116095066,-0.1368125975,0.9993005395,0.3278467059,0.794973433,-0.1907106936,0.9991680384,0.8068329692,1.066957474,-0.0525655672,0.3842097223,0.2036400735,1.057253361,-0.0849288404,0.2734861076,0.8788995743,1.576566696,-0.0780448392,0.0842788592,0.143491298,1.622122526,-0.1894766837,0.04187181219,0.9216419458,1.694894433,-0.07609589398,0.07589498162,0.0963870585,1.747738957,-0.248738125,0.04973926395,0.8858624697,1.712659597,-0.1507382542,0.1188796684,0.1368288547,1.77331233,-0.3025100827,0.08059015125,0.8645607233,1.678818464,-0.1089462861,0.1274610758,,0.5406481901,0.8763117953,-0.3024735488
Straight,0.5311279297,0.3579596579,-0.6344207525,0.9998852611,0.5502545238,0.2987769544,-0.5833789706,0.9997106194,0.5644055605,0.3031842709,-0.5830045938,0.9997513294,0.5794571042,0.3071572781,-0.5834252834,0.9997099638,0.5081496239,0.2939248085,-0.5879990458,0.9997114539,0.4928177893,0.2952353358,-0.5884969831,0.9997748733,0.4774348736,0.297925055,-0.5891920328,0.9997469187,0.5940531492,0.3616122007,-0.2865986228,0.999732554,0.4507853091,0.3531393707,-0.3123174608,0.9997146726,0.5576367378,0.4411924183,-0.5253023505,0.9997853637,0.5027960539,0.4380065799,-0.5312380791,0.9997861981,0.6972874403,0.811537087,-0.167755276,0.9993109107,0.3277686238,0.7949760556,-0.2060229033,0.9991846681,0.8085349798,1.067018867,-0.1114786416,0.3929158449,0.2050972283,1.057242632,-0.1758372188,0.2723329961,0.9411878586,1.564075947,-0.1807031631,0.0857861042,0.1382129788,1.598041415,-0.3866528869,0.04270975664,0.9956071973,1.667119026,-0.1858743429,0.07689876109,0.09454366565,1.746723771,-0.4544674754,0.05062061921,0.9673698545,1.683089495,-0.2682157457,0.1205515265,0.1342583597,1.770710588,-0.5160807371,0.08194135129,0.9409621358,1.655552626,-0.2176355422,0.1296607256,,0.5481704081,0.8711000654,-0.3943680958
Straight,0.5146392584,0.3646970987,-0.6912465096,0.9998811483,0.5384117365,0.301769644,-0.6458802223,0.9996969104,0.5529605746,0.3055146337,-0.6455809474,0.9997448325,0.570628643,0.3095706701,-0.6460809708,0.9996964931,0.4927611947,0.3005713224,-0.6451340914,0.9996951222,0.4762989581,0.3031300604,-0.6456940174,0.9997662902,0.4626143873,0.3066572249,-0.6464183927,0.9997301102,0.5904905796,0.3626859486,-0.3497308195,0.9997246265,0.4397595823,0.359564513,-0.348569572,0.9997029305,0.546498239,0.4455484152,-0.5798782706,0.9997749329,0.4868919849,0.4468685091,-0.5787355304,0.999773562,0.6972682476,0.8112066388,-0.2037385702,0.999307096,0.3282497227,0.7948309183,-0.2117576599,0.9991689324,0.805118084,1.070091963,-0.1209707037,0.3936437368,0.2050243914,1.054929614,-0.1437156498,0.273581326,0.8980950117,1.594383359,-0.1634041667,0.08421164006,0.1292811334,1.597781181,-0.3113665283,0.04159880802,0.9372954369,1.709815502,-0.1666376591,0.07509092242,0.08325252682,1.739477873,-0.3713546395,0.0489660874,0.9033155441,1.726446152,-0.2464806587,0.1177724898,0.1234266758,1.765948296,-0.4354740083,0.07931596041,0.8829485774,1.689636111,-0.19814156,0.1264926344,,0.5302377496,0.8800511658,-0.4089086885
Straight,0.4940041602,0.3669106662,-0.6609486341,0.9998750687,0.5172073245,0.3031735122,-0.6209841371,0.9996787906,0.5354660749,0.3063819706,-0.6206461191,0.9997339249,0.5517817736,0.3101261854,-0.6211613417,0.9996812344,0.4732582569,0.304803431,-0.6170535088,0.999671936,0.4604486525,0.3082439303,-0.6176099181,0.9997500777,0.44507128,0.3126839995,-0.6183154583,0.9997053146,0.5807856917,0.3630010486,-0.3586741388,0.9997102022,0.4318297505,0.3653737009,-0.3450384438,0.9996752143,0.5294108987,0.4465037882,-0.5583349466,0.9997649193,0.4692366123,0.4487935007,-0.5555378199,0.9997549653,0.6971866488,0.811047256,-0.2266945094,0.9992789626,0.3287388682,0.794290483,-0.1833666265,0.9991536736,0.8014694452,1.073381305,-0.1370867789,0.3798635304,0.2052079886,1.046945572,-0.03336546943,0.2690495551,0.8708459139,1.608940959,-0.1599793434,0.08136000484,0.1293427348,1.592560887,-0.12859492,0.04070465267,0.9081574678,1.722462416,-0.150061205,0.07311438769,0.08270339668,1.725349545,-0.1809256524,0.04788692296,0.8736752272,1.740354538,-0.2285866439,0.1148421839,0.1232495457,1.755779982,-0.2363197505,0.07751061022,0.8538159132,1.702498913,-0.1889518201,0.1233032495,,0.5164951648,0.8822548904,-0.365828963
Straight,0.4645251632,0.3745408654,-0.7459269762,0.9998753667,0.4926662445,0.3087129593,-0.719129324,0.9996750951,0.5096338391,0.3102320135,-0.7188352346,0.999735117,0.526910305,0.3129021823,-0.7192869186,0.9996783137,0.4522233605,0.3131931126,-0.6943813562,0.999663353,0.4392190576,0.3168230355,-0.6948996782,0.9997456074,0.4285844266,0.3208066225,-0.6955727935,0.9996914268,0.5656861663,0.3642035127,-0.4732862413,0.9997112751,0.4272342324,0.3694527149,-0.3628819585,0.9996627569,0.5020309091,0.4503308237,-0.650485158,0.9997642636,0.4465734959,0.4551361799,-0.617408216,0.9997428656,0.697101295,0.8110405803,-0.3306031227,0.9992675781,0.3295438588,0.7939532995,-0.1853062361,0.9991489053,0.8136078715,1.080121875,-0.270260483,0.3731887341,0.2059749067,1.040903687,-0.05625965074,0.2629719973,0.9024479985,1.607087255,-0.2825909555,0.08143237233,0.1294708401,1.592678547,-0.1817597002,0.04169283807,0.9511530995,1.720646858,-0.2824406028,0.07378584892,0.08103594184,1.723816633,-0.2414826453,0.04891349375,0.9106834531,1.739519954,-0.3633436859,0.1162626743,0.1219858974,1.754723072,-0.2939118147,0.07886911184,0.893641293,1.700536728,-0.3134388924,0.1248897165,,0.5132697116,0.8846073869,-0.4497041657
Straight,0.4552052617,0.3758719862,-0.6672799587,0.9998664856,0.4832652509,0.3098126352,-0.6842576265,0.9996449947,0.5002583265,0.3108299375,-0.6834408045,0.999717772,0.5169223547,0.3131663501,-0.6847642064,0.9996541739,0.4432280064,0.3148655891,-0.6135575771,0.9996261597,0.430885464,0.3184578121,-0.6142609715,0.9997209311,0.4218715727,0.3224197626,-0.6146456599,0.9996496439,0.5567592978,0.3642199337,-0.4082473814,0.9996942878,0.4231474996,0.3707344532,-0.2880524397,0.9996218681,0.4918808341,0.4504788816,-0.6226023436,0.9997524023,0.4377368987,0.4555601478,-0.5361658931,0.9997137785,0.6971055269,0.8110660315,-0.2906101942,0.9992312193,0.3293525577,0.7948704958,-0.120079264,0.9991152287,0.8135715723,1.085016966,-0.2361964732,0.3580809534,0.2053597867,1.044242859,0.05883513764,0.2561903894,0.896873951,1.611582756,-0.2319691926,0.08050231636,0.1333897561,1.596115589,-0.04738253355,0.04219605774,0.9449647069,1.722270489,-0.2304216176,0.07422110438,0.08307811618,1.726819873,-0.09602533281,0.04955461994,0.9047611356,1.742428422,-0.3066684604,0.117277503,0.1268991083,1.760233402,-0.1490216106,0.07973589748,0.8860881925,1.704645634,-0.260863632,0.1259234548,,0.5083002353,0.8866231821,-0.3785308198
Straight,0.4399251938,0.3767802417,-0.5644593239,0.9998522401,0.4692031443,0.3101768196,-0.5642445683,0.9996046424,0.4862535596,0.3108338416,-0.5638183355,0.9996945262,0.5031462312,0.3129369617,-0.5644599199,0.9996160269,0.4327594638,0.3166009188,-0.5128480196,0.9995750785,0.4243866801,0.3205758631,-0.5134364367,0.9996917844,0.4165007472,0.3250541389,-0.5140601397,0.9996033311,0.5479477644,0.3634262085,-0.3823010325,0.9996699691,0.4231057763,0.3706712127,-0.2146163285,0.9995856285,0.4775356352,0.4500868618,-0.5177138448,0.9997244477,0.4290189147,0.4554930031,-0.4493290484,0.9996622801,0.6967571974,0.8100312948,-0.2880838513,0.999153018,0.329843998,0.7954232693,-0.08729060739,0.9990748763,0.8135730028,1.087244511,-0.2769963145,0.3412150741,0.2054351121,1.044480443,0.04600041732,0.2473822385,0.8899044991,1.612574935,-0.273194313,0.07708251476,0.1335665286,1.596304655,-0.0931128338,0.04204696789,0.9372494817,1.721712232,-0.2768921256,0.07192777842,0.08172429353,1.726467848,-0.1441062689,0.04954635724,0.8980558515,1.74125886,-0.3414302766,0.1139568761,0.1264573783,1.759698033,-0.200712353,0.07960794121,0.8779813647,1.704470634,-0.298224628,0.1222462356,,0.5018332645,0.8869228539,-0.3452422797
Straight,0.4319851995,0.3771351576,-0.5783753395,0.9998410344,0.4617330134,0.3103519082,-0.5669196248,0.9995666742,0.4771619439,0.3108226955,-0.5665001273,0.9996734262,0.4944090843,0.3126657307,-0.5671218634,0.9995808005,0.427359581,0.317879498,-0.5300452709,0.9995267391,0.4206143022,0.3223112822,-0.5306249857,0.9996640086,0.4126297832,0.3273292482,-0.5312777758,0.9995589256,0.5405498147,0.3631588817,-0.4203750193,0.9996467233,0.422554642,0.3707691729,-0.2396821529,0.999552846,0.4690011144,0.4494030774,-0.5205023885,0.9997021556,0.4243300855,0.4552904665,-0.4664172232,0.9996198416,0.6961025,0.8074641824,-0.3308491111,0.999086678,0.330667913,0.7953143716,-0.1087563857,0.9990603924,0.8108963966,1.087009072,-0.3147270381,0.3226728737,0.2052650452,1.042724013,0.03940455243,0.2401137501,0.8542846441,1.607062221,-0.3163468242,0.07351424545,0.1333344281,1.593036532,-0.09253645688,0.0425491333,0.9030461311,1.724051118,-0.3235446215,0.06963934749,0.07915300876,1.716168046,-0.1462416053,0.05040059239,0.8639261127,1.744247556,-0.3858281374,0.1107008085,0.1250963509,1.749489665,-0.2007995546,0.08094717562,0.843421936,1.707639933,-0.3404502571,0.1184639558,,0.4921601377,0.8859692649,-0.3653871459
Straight,0.4316213131,0.3771489859,-0.5845207572,0.9998289347,0.4613905549,0.3103682697,-0.5760338306,0.9995365739,0.476947844,0.3107436001,-0.575558424,0.9996515512,0.4940371513,0.3123638034,-0.5762547255,0.9995520711,0.4267425537,0.3183220625,-0.5384637713,0.9994869828,0.4199899733,0.3230181038,-0.5390395522,0.9996346235,0.411895901,0.3283338845,-0.5396990776,0.9995173216,0.5397170782,0.3630988598,-0.4239989817,0.9996237755,0.4217126369,0.371117115,-0.2377749979,0.9995163083,0.4683841169,0.4488068521,-0.5271734595,0.9996878505,0.4232522845,0.4550684094,-0.474424839,0.9995878935,0.6956714988,0.8081299663,-0.3260293901,0.9990208149,0.3305972815,0.7952953577,-0.08178182691,0.9990196824,0.810895741,1.087159276,-0.3098302484,0.3066510558,0.2051976919,1.035660982,0.08600149304,0.234963268,0.8550674319,1.609735131,-0.3167794645,0.07128663361,0.1336631477,1.589563131,-0.07543664426,0.04382493347,0.8998664021,1.723630071,-0.3231989443,0.06861755252,0.07917003334,1.711849809,-0.1304098815,0.05189370364,0.8613932729,1.743238211,-0.3867514133,0.1094573736,0.125363484,1.744651675,-0.1848823577,0.0832644254,0.841281414,1.706843853,-0.3402490616,0.1168120652,,0.4915390367,0.8851885186,-0.3628313707
Straight,0.4331313968,0.3771170378,-0.4680055678,0.9998045564,0.4618529677,0.3101783097,-0.4595268667,0.9994425774,0.4777076244,0.3101609051,-0.4591458738,0.9996054769,0.4945142269,0.3114189506,-0.4596759379,0.9994719625,0.4264926016,0.3182373941,-0.4284676909,0.9993813634,0.419595778,0.3228755593,-0.4290374219,0.9995840788,0.411082834,0.3281335533,-0.4297217727,0.9994321465,0.5376582146,0.361821413,-0.3326141238,0.9995658398,0.4189380109,0.3709999025,-0.1785201132,0.9994518161,0.4694071412,0.4476675987,-0.4152812958,0.9996343255,0.4232030511,0.4543051422,-0.3724783063,0.9995070696,0.6934446096,0.8043569922,-0.2641410828,0.9989725351,0.3294327855,0.7952929139,-0.07426913828,0.9990109801,0.8060389757,1.084571719,-0.2228935957,0.2907740772,0.2051828355,1.038768649,0.1032211632,0.229627952,0.8561350703,1.609177113,-0.1586318165,0.06772823632,0.1370681524,1.594845772,0.03907766193,0.04283079132,0.8997128606,1.718168259,-0.1444944739,0.06580609083,0.08256751299,1.716502428,-0.003413692582,0.05074748769,0.8634359241,1.739763498,-0.205352217,0.1051148772,0.1292025298,1.750405192,-0.0503019467,0.08137541264,0.8428323865,1.703787208,-0.1799674481,0.1120668799,,0.4917562496,0.8849343414,-0.2542564344
Straight,0.4342288077,0.377466172,-0.490653038,0.9997802377,0.4624243677,0.3104946911,-0.4823559225,0.9993592501,0.4785509706,0.3103122711,-0.4818692207,0.9995539188,0.495124191,0.3114769757,-0.482524693,0.9993953109,0.4268752933,0.3187662959,-0.4510330558,0.9992815256,0.419688791,0.3234591186,-0.4516834617,0.9995250106,0.411223799,0.3288211823,-0.4523333907,0.9993435144,0.537555933,0.3618136048,-0.3331018686,0.999502182,0.4187381864,0.3710777164,-0.196968466,0.9993749857,0.4703359008,0.4476201236,-0.4350591302,0.9995920658,0.4234240055,0.4542380571,-0.3922378123,0.9994413257,0.6933287382,0.8043812513,-0.2669567168,0.9988735914,0.3294584453,0.7951826453,-0.08708929271,0.9989855289,0.804066956,1.086450458,-0.2216221541,0.2749113142,0.2046305686,1.035932541,0.0969549939,0.2275111824,0.846992135,1.623022437,-0.1721894443,0.06479289383,0.1293103993,1.594688296,0.04118209332,0.04331840575,0.8908967972,1.729682088,-0.1640620977,0.06380940974,0.07170289755,1.715669036,-0.003132579383,0.05114991963,0.8538765907,1.755473137,-0.2275751084,0.1023181826,0.1201449856,1.750441313,-0.0526959002,0.08201290667,0.8327828646,1.718770146,-0.1954303682,0.1089495048,,0.4888800738,0.887510889,-0.2682925743
Straight,0.4352389872,0.3778165579,-0.5130375624,0.9997704029,0.4638584256,0.3105590045,-0.5218904018,0.9993274212,0.4802750051,0.3103222251,-0.5214301348,0.9995360374,0.4966753125,0.3114721775,-0.5222125649,0.9993656278,0.4278692603,0.3187490702,-0.4694777131,0.9992411137,0.4203003943,0.3233943582,-0.470241636,0.9995002151,0.4119745195,0.3287097216,-0.4706953168,0.9992967248,0.5388500094,0.3615784645,-0.3904351592,0.9994854927,0.4188977182,0.3710519075,-0.2048261464,0.99933815,0.4710552096,0.4476932883,-0.4728931785,0.9995775223,0.4237450957,0.4543393552,-0.4003016949,0.9994080067,0.6934969425,0.8059284687,-0.3164881468,0.9988359809,0.3294807076,0.7964935899,-0.09144456685,0.9989465475,0.8062548637,1.086304069,-0.2922536731,0.2644679248,0.204742834,1.03475368,0.07984091341,0.2240947783,0.8505837321,1.622419357,-0.2508609295,0.06346872449,0.1286893189,1.595430613,-0.01638219133,0.04367630929,0.8948342204,1.729679585,-0.2479373515,0.06332093477,0.0700712651,1.716179252,-0.06380471587,0.05141276121,0.8547415733,1.754455924,-0.3093605638,0.1019544229,0.1188477427,1.752419233,-0.1164414063,0.08233974874,0.8340294957,1.718182683,-0.2721062303,0.1085606441,,0.4897505743,0.8876332993,-0.3115763805
Straight,0.4380756915,0.3788335919,-0.4897630215,0.9997484684,0.4662490785,0.3112435341,-0.4890964031,0.9992564321,0.4826834798,0.3109950721,-0.4885995388,0.9994940162,0.4988991618,0.3121288419,-0.4893152714,0.9993133545,0.4297903478,0.318982482,-0.4534724355,0.9991542697,0.4215013981,0.3234676719,-0.45409742,0.9994437695,0.4131325781,0.3286652565,-0.4546741545,0.9992099404,0.5400793552,0.3623372316,-0.3686339557,0.9994403124,0.4189023077,0.3715658784,-0.2059020549,0.9992601871,0.4732294083,0.4492332935,-0.4396075308,0.9995523095,0.4252208769,0.4554230273,-0.3908762336,0.9993574619,0.6935018897,0.8067524433,-0.2994294465,0.9988263249,0.3292669654,0.8000478148,-0.08246652782,0.9989372492,0.8023203015,1.090047121,-0.209233135,0.2560201287,0.2059106082,1.043538213,0.1521013677,0.2201222479,0.8425909877,1.628149033,-0.1187193245,0.06143708155,0.1449832022,1.601559401,0.1597968042,0.04249190539,0.8845034838,1.736472011,-0.09858869016,0.06181991845,0.09286157042,1.726601839,0.1272251308,0.04991670325,0.8473626971,1.764580846,-0.164392814,0.09966993332,0.141382724,1.766663909,0.0837790668,0.07984407991,0.8272385597,1.727012157,-0.1395029724,0.1059602872,,0.4918039397,0.8915591213,-0.2415212982
